title,issn,alternativeTitle
Beamtenrecht des Bundes und der Länder,0941696X,"Gesamtausgabe A u. B; dargestellt am Beamtengesetz des Landes Nordrhein-Westfalen mit eingehender Behandlung der Beamtengesetze des Bundes und der anderen Länder, des Beamtenversorgungsgesetzes und sonstiger beamtenrechtlicher Vorschriften sowie anschließender Entscheidungssammlung"
Schriftenreihe Recht & Technik,03407985,Schriftenreihe Recht und Technik; Recht & Technik; Recht und Technik
Aktiv im Ruhestand,14384841,"AiR; Magazin des DBB für Ruhestandsbeamte, Rentner und Hinterbliebene; die Zeitschrift für ehemalige Angehörige des öffentlichen Dienstes und ihrer Hinterbliebenen ( 1. Zusatz anfangs ); Zeitschrift des Seniorenverbandes BRH ( 1. Zusatz früher ); Zentralorgan des Bundes der Ruhestandsbeamten, Rentner und Hinterbliebenen im DDB Beamtenbund und Tarifunion ( 2. Zusatz früher )"
Mediations-Report,14380897,"Newsletter für Konfliktmanagement, Mediation und Verhandeln"
Magazin für den gemeinen teutschen bürgerlichen Proceß,16119088,"Magazin für den gemeinen teutschen bürgerlichen Prozeß ( Hauptsacht. 1.1802/29,1-2 )"
Konstanzer Geschichts- und Rechtsquellen,"09331212,09331212",
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Kanonistische Abteilung",23044896,Zeitschrift der Savigny-Stiftung für Rechtsgeschichte / Kanonistische Abteilung
Mitteilungsblatt / Deutsche Flösserei-Vereinigung,"21967288,21967288",
Schriften der Deutsch-Brasilianischen Juristenvereinigung,01767976,
"Monumenta Germaniae historica, 4: Leges. Concilia",03430766,Legum sectio 3 ( Sachl. Benennung teils ); Ordines de celebrando concilio ( Sachl. Benennung teils )
Rechts- und Steuerbriefe für Verleger und Buchhändler,0342894X,
"Monvmenta Germaniae historica, 3: Leges. Capitularia regum Francorum",03432149,
Das Praxishandbuch Personal,09408428,"Personal; anwaltgeprüfte und praxiserprobte Anleitungen für Arbeitgeber, Vorgesetzte und Personalverantwortliche zur sicheren Mitarbeiter-Auswahl, erfolgreichen Mitarbeiter-Führung und rechtssicheren Erteilung von Abmahnungen, Kündigungen und Zeugnissen"
Der österreichische Amtsvormund,10245235,"Mitteilungsblatt des Vereines der Amtsvormünder Österreichs ( Zusatz anfangs ); Fachzeitschrift für Kindschafts- und Familienrecht, für Vormundschaftswesen und Jugendwohlfahrt ( 1. Zusatz teils ); Mitteilungsblatt des Vereins der Amtsvormünder Österreichs - Berufungsvereinigung für Jugendwohlfahrt ( 2. Zusatz teils )"
Schriften zum Strafrecht und Strafprozessrecht,09386181,
Annalen der Großherzogl. Badischen Gerichte,01748084,"Entscheidungen französischer Gerichtshöfe, insbesondere des Cassationshofes über Rechtsfragen aus dem Code civil; Annalen der Großherzoglich Badischen Gerichte ( Hauptsacht. teils u. auf d. Jg.-Titelbl. )"
Wohnungsbaurecht,01724983,"WoBauR; bisher ""Zweites Wohnungsbaugesetz"""
Magazin für das deutsche Recht der Gegenwart,"18661483,18661483",
"Neues Archiv für preussisches Recht und Verfahren, sowie für deutsches Privatrecht",09357068,
Steuer- und RechtsBrief Touristik,"16130782,16130782","Der aktuelle Informationsdienst für Touristik, Business Travel und Hotellerie; SRTour; der aktuelle Informationsdienst für Reisebüros und Reiseveranstalter ( Zusatz bis 2007 )"
Franz Joseph Hartlebens allgemeine Bibliothek der neuesten juristischen Litteratur,"25092413,25092413",
Staatlichkeit im Wandel,"14391082,14391082",
Magazin für Rechtsgelehrte und Geschichtforscher,27026507,
Schriftenreihe des Instituts für Europäisches Recht der Universität des Saarlandes,05580781,Publications de l'Institut de Droit Européen de l'Université de la Sarre ( Hauptsacht. teils )
Schriftenreihe des Mittelalterlichen Kriminalmuseums Rothenburg ob der Tauber,"26987538,26987538",Schriftenreihe des Mittelalterlichen Kriminalmuseums Rothenburg o.d.T. ( Hauptsacht. teils )
Die Polizei-Zeitschrift Baden-Württemberg,"21900361,21900361","DPZ; Ministerium für Inneres, Digitalisierung und Migration Baden-Württemberg"
Handbuch Betriebssicherheit,1615990X,
Polizei-digest,07208332,
Bonner rechtswissenschaftliche Abhandlungen,"21987130,21987130",
"OLG-Report Koblenz, Saarbrücken, Zweibrücken",14331357,Mietrechtsreformgesetz
Betriebsanweisung leicht gemacht ...,"25130110,25130110",Über ... Muster für Ihre Betriebsanweisungen; Erstellen Sie schnell und einfach Ihre Betriebsanweisungen!; Inklusive ... neuer Muster-Betriebsanweisungen!
Einkommensteuer-Handausgabe,01786679,"Einkommensteuergesetz mit Durchführungsverordnung, Richtlinien, Hinweisen, Nebenbestimmungen ( Zusatz anfangs )"
Bericht des Bundeskartellamtes über seine Tätigkeit ... sowie über die Lage und Entwicklung auf seinem Aufgabengebiet,04337158,Verhandlungen des Deutschen Bundestages / Anlagen zu den stenographischen Berichten / Bericht des Bundeskartellamtes über seine Tätigkeit ... sowie über die Lage und Entwicklung auf seinem Aufgabengebiet; Kartellbericht ( Nebent. anfangs ); Tätigkeitsbericht Bundeskartellamt ( Nebent. teils ); Tätigkeitsbericht des Bundeskartellamtes ... ( Nebent. teils )
Pharma-Kodex ...,"18698700,18698719,18698727,18698700,18698719,18698727,18698735,18698743,16127676,16127684,16127692,09487182","Arzneimittelrecht; Arzneimittelsicherheit; Arzneimittelmarkt, Werbung und Information; Europa; Nahrungsergänzungsmittel, bilanzierte Diäten, Kosmetika; Lebensmittel, Kosmetika; Richtlinien, Gesetze, Empfehlungen ( Zusatz anfangs )"
RzF,"21906882,21906882",Rechtsprechung zur Flurbereinigung
Bibliothek für Rechtsgelehrte und Geschichtsfreunde,"25103261,25103261",
Amnesty intern,"21994609,21994609",
"Schriftenreihe des Max-Planck-Instituts für Ausländisches und Internationales Strafrecht, Freiburg i. Br, K: Kriminologische Forschungsberichte",18615937,Kriminologische Forschungsberichte
C. L. Stengel's Beiträge zur Kenntniß der Justizverfassung und juristischen Literatur in den preussischen Staaten,"21930724,21930724",Stengel's Beiträge zur Kenntniß der Justizverfassung und juristischen Literatur in den preussischen Staaten; Beiträge zur Kenntniß der Justizverfassung und juristischen Literatur in den preussischen Staaten. 1803-1804
Erörterungen aus dem Civil- und Criminalrechte,"23665343,23665343",
"Juristische Literaturzeitung, Intelligenzblatt. Beilagen","21935998,21935998",
"RAAbits Spanisch, Sekundarstufe I/II","16147405,16147405",RAAbits Spanisch. Sekundarstufe 1/2; RAAbits Spanisch. S I/II ( Haupttitel früher )
"VdK-Zeitung, Westfalen-Lippe","0943271X,0943271X",Zeitung; VdK-Zeitung / Ausgabe Westfalen-Lippe; VdK Zeitung ( Hauptsacht. teils ); Ausgabe Westfalen-Lippe ( Sachl. Benennung früher )
"Mitteilungen für Mitglieder / Deutscher Arbeitsgerichtsverband e.V, DArbGV","09412344,09412344",Mitteilungen für die Mitglieder / Deutscher Arbeitsgerichtsverband e.V. ( Hauptsacht. anfangs )
Lohnsteuer-Mitteilungen,"09315802,09315802",
Österreichische Zeitschrift für Rechts- und Staatswissenschaft,"22238743,22238743",
Europäischer Informationsbrief Bildung & Beschäftigung,"09498567,09498567",Bildung und Beschäftigung; Bildung & Beschäftigung; Europäischer Informationsbrief Bildung und Beschäftigung
Magazin für das deutsche Recht der Gegenwart,"18661483,18661483",
Bundesanzeiger,"03447634,03447634",Bundesanzeiger / Stammausgabe; Bundesanzeiger / Sonderausg.; Stammausgabe ( Zusatz d. Mikrofiche-Ausg. )
Swiss review of international and European law,10190406,SZIER; RSDIE; SRIEL; Rivista svizzera di diritto internazionale e di diritto europeo; Schweizerische Zeitschrift für internationales und europäisches Recht ( Haupttitel 1 (1991)-25 (2015) )
"Leipziger Volkszeitung, Grimmaer Zeitung",02323125,"Leipziger Volkszeitung <Leipzig> / Grimma regional; Grimma regional ( Benennung d. Lokals. ); Muldentalzeitung ( 1. Zusatz d. Lokals. ); mit Nachrichten für Bad Lausick, Colditz, Naunhof, Nerchau, Trebsen, Mutzschen ( 2. Zusatz d. Lokals. )"
"Jahrbücher für die preußische Gesetzgebung, Rechtswissenschaft und Rechtsverwaltung","16128095,16128095","Auszug aus dem Generalberichte des Justizministers ... über die Justiz-Verwaltung in sämtlichen Provinzen der Monarchie; Von-Kamptz'sche Jahrbücher für die preussische Gesetzgebung, Rechtswissenschaft und Rechtsverwaltung; Kamptzsche Jahrbücher für die preussische Gesetzgebung, Rechtswissenschaft und Rechtsverwaltung; Von-Kamptz'sche [Kamptz'sche] Jahrbücher ... ( Zitiert )"
"Archiv für practische Rechts-Wissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts","18660495,18660495","Archiv für praktische Rechtswissenschaft; Archiv für praktische Rechtswissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts ( Hauptsacht. teils )"
Archiv für Theorie und Praxis des allgemeinen deutschen Handelsrechts,"16122828,16122828",Archiv für deutsches Handelsrecht ( Nebent. anfangs )
VersR,16152026,"Versicherungsrecht; die Zeitschrift für Versicherungsrecht, Haftungs- und Schadensrecht ab 1970 im Volltext; Versicherungsrecht ( Haupttitel bis 34. Auflage (19070/Juni 2011) ); VersR ( Zusatz anfangs ); CD-ROM ( Zusatz anfangs )"
Archiv für die Rechtsgelahrtheit in dem Großherzogthum Mecklenburg,"18660428,18660428",Archiv für die Rechtsgelahrtheit in den herzoglich-mecklenburgischen Landen ( Hauptsacht. teils ); Archiv für die Rechtsgelahrtheit in den großherzoglich-mecklenburgschen Landen ( Hauptsacht. teils ); Neues Archiv für Rechtsgelahrtheit in den Großherzogthümern Mecklenburg ( Hauptsacht. teils )
Archiv für Theorie und Praxis des allgemeinen deutschen Handels- und Wechselrechts,"16122828,16122828",
"Beiträge zur Erläuterung des preußischen Rechts, des Handels- und Wechselrechts durch Theorie und Praxis","1866055X,1866055X",
Aktuelle Beiträge zum öffentlichen Recht,"09414363,09414363",
Archiv für das preussische Handels- und Wechselrecht,"18660347,18660347",
Materialien für die preußische staatswirthschaftliche Gesetzgebung,"23652829,23652829",Materialien für die preußisch-staatswirthschaftliche Gesetzgebung; Materialien für Gesetzgebung und Geschichte; Materialien für Gesetzgebung und Geschichte ( Hauptsacht. 3.1812 ); Materialien für die preußisch-staatswirthschaftliche Gesetzgebung ( Zitiert. nach Kirchner )
Geist der juristischen Literatur,"23651342,23651342",
"Der Beamtenbund, Ausgabe Niedersachsen",01715941,Der Beamtenbund / Ausgabe Niedersachsen
Wiener Beiträge zum Arbeits- und Sozialrecht,18145590,Wiener Beiträge zum Arbeits- u. Sozialrecht ( Haupttitel teils )
Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht,00442437,ZHR
Niedersächsisches Gesetz- und Verordnungsblatt,"03413497,03413497",Nds. GVBl.
Archiv für das Zivil- und Kriminalrecht der Königlich-Preussischen Rheinprovinzen,"18660371,18660371",Archiv für das Civil- und Criminalrecht der Königlich-Preußischen Rheinprovinzen ( Hauptsacht. 1.1820 - N.F. 66=73.1883 ); Archiv für das Civil- und Criminalrecht der Königlich-Preußischen Rheinprovinz ( Hauptsacht. 67=74.1884 - 91=98.1902 ); Rheinisches Archiv für das Civil- und Criminalrecht ( Nebent. anfangs ); Rheinisches Archiv für das Zivil- und Kriminalrecht ( Nebent. ab N.F. 92=99.1903 ); Archiv für das Civil- und Criminal-Recht der Königl. Preuß. Rhein-Provinzen ( Nebent. Bd. 1 - 6 ); Archiv für das Civil- und Criminal-Recht der Königlich Preuß. Rheinprovinzen ( Nebent. Bd. 7 ); Archiv für das Civil- und Criminal-Recht der Königl. Preuß. Rheinprovinzen ( Nebent. Bd. 8 - 73 ); Archiv für das Civil- und Criminal-Recht der Königl. Preuß. Rheinprovinz ( Nebent. Bd. 74 - 94 u. 96 - 98 ); Rheinisches Archiv für das Civil- und Criminal-Recht der Königl. Preuß. Rheinprovinz ( Nebent. Bd. 95 ); Archiv für das Zivil- und Kriminal-Recht der Königl. Preuß. Rheinprovinz ( Nebent. Bd. 99 - 102 )
Bewährungshilfe,"04056779,04056779","BewHi ( Zusatz anfangs u. später Nebent. ); Fachzeitschrift für Bewährungs-, Gerichts- und Straffälligenhilfe ( 2.Zusatz anfangs )"
Beiträge zur juristischen Informatik,01755420,Beiträge zur juristischen Information
Betriebsrat aktuell,"18617972,18617972",die wichtigsten Informationen und Hilfestellungen für Ihre erfolgreichere und professionellere Betriebsratsarbeit
Die Kriminalpolizei,09389636,
Planungsrecht,"21987017,21987017",
"Materialien zur Geschichte, Literatur, Beurtheilung, Erklärung und Anwendung des Code Napoléon, hauptsächlich zum Gebrauch der praktischen Rechtsgelehrten in Deutschland","23652802,23652802",Archiv für den Code Napoléon
Beiträge zur Praxis des Arbeitsrechts und der Arbeitswissenschaft,04088603,
Arbeitssicherheit kompakt,"18632335,18632335",
"Praxis aktuell, Das Unternehmermagazin der AOK Rheinland-Pfalz","14379287,14379287","Praxis aktuell <Essen> / Unternehmer-Magazin der AOK Rheinland-Pfalz; PA; Unternehmer-Magazin der AOK Rheinland-Pfalz ( Sachl. Benennung bis 2009,3 )"
Archiv für Kriminologie,"00039225,00039225",
Neue juristische Wochenschrift,"03411915,03411907,03411915,03411907",NJW; Neue juristische Wochenschrift / Beilage; Deutscher Juristentag; NJW aktuell; Recht mitgestalten; Neue juristische Wochenschrift / Fünfjahresregister; 70 Jahre NJW; Fünfjahresregister ( Sachl. Benennung d. Mehrjahresindices )
Baurechtssammlung,07218451,"Thiel-Gelzer-Baurechtssammlung; BRS; Baurechtsammlung ( Hauptsacht. 1.1945/50 - 6.1956 ); BRS ( 1. Zusatz 80.2012 ); Rechtsprechung des Europäischen Gerichtshofs sowie des Bundesverfassungsgerichts, Bundesverwaltungsgerichts und der Oberverwaltungsgerichte ( 2. Zusatz 80.2012 )"
"Salzburger Schriften zur Rechts-, Staats- und Sozialphilosophie","07214324,07214324",
Bundesbaublatt,"00075884,00075884",Informationen aus der Industrie; BBaubl; BBB-Magazin; BBB ( Zusatz früher ); Zeitschrift für die Immobilien- und Wohnungswirtschaft ( 2. Zusatz früher )
Rechtswissenschaftliche Veröffentlichungen,0343835X,Rechtswissenschaftliche Veröffentlichungen des Osteuropa-Instituts an der Freien Universität Berlin
Gesetz- und Verordnungsblatt für das Land Rheinland-Pfalz,"0174948X,03411389","Gesetz- und Verordnungsblatt der Landesregierung Rheinland-Pfalz ( Hauptsacht. 4.1950,26(Mai) - 8.1954 )"
Handbuch der Steuerveranlagungen,01712365,Schriften des Deutschen Wissenschaftlichen Steuerinstituts der Steuerbevollmächtigten / Handbuch der Steuerveranlagungen; Schriften des Deutschen Wissenschaftlichen Steuerinstituts der Steuerberater e.V. / Handbuch der Steuerveranlagungen; Schriften des Deutschen Wissenschaftlichen Instituts der Steuerberater e.V. / Handbuch der Steuerveranlagungen; Steuerveranlagungen
Justizministerialblatt für das Land Nordrhein-Westfalen,07218311,JMBl. NRW
Verfassung und Verfassungswirklichkeit,00835676,
Der Gemeindehaushalt,"03403645,03403645",
Wirtschaftsrecht und Wirtschaftspolitik,05120322,
Dike,11288221,
Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht,"00442437,00442437",ZHR; Zeitschrift für Handelsrecht und Wirtschaftsrecht
Praxis der Rechtspsychologie,09399062,
Kreiszahlen,"14317826,14317826",
"Beyträge zur juristischen Litteratur in den preußischen Staaten, Repertorium über die Beyträge zur juristischen Litteratur in den preußischen Staaten","25103350,25103350",Beyträge zu der juristischen Litteratur in den preußischen Staaten / Repertorium
"Staatswissenschaftliche und juristische Litteratur, Intelligenzblatt","25098462,25098462",
"Electa juris publici, Supplementa","23665696,23665696",Electorum juris publici supplementa; Electorum juris publici
Schriften zur Fortbildung,"14395126,14395126",SzF
Heidelberger Forum,"09331611,09331611",HF
KVS-Mitteilungen,"09417524,09417524",Neue Praxen stellen sich vor; Mitteilungen; Organ der Vertragsärzte des Freistaates Sachsen ( Zusatz anfangs )
Juridisches Archiv,16118782,Critisches Archiv der neuesten juridischen Litteratur und Rechtspflege in Teutschland ( Auf d. Bandtitelbl. 1.1801 ); Critisches Archiv der neuesten juridischen Litteratur und Rechtspflege ( Auf d. Bandtitelbl. 2.1802 - 6.1810 )
Rathaus aktuell,01791508,
Freiburger rechtsgeschichtliche Abhandlungen,07206704,FRA
Unternehmen und Steuern,"14367246,14367246",
"Forum, D","09480862,10173021,01797980,09480862,10173021,01797980","Forum für Fach- und Führungsnachwuchs / D; Forum für Fach- und Führungsnachwuchs ( Nebent. 3.1987,7 - 6.1990,2 ); Forum für Führungsnachwuchs ( Nebent. teils ); internationales Universitätsmagazin ( Zusatz anfangs ); mit großem Stellenmarkt für Fach- und Führungsnachwuchs ( Zusatz anfangs ); erfolgreicher Berufsstart, Tips + Trends + offene Stellen für Absolventen aus Wirtschaft und Technik ( Zusatz anfangs )"
Beamtenrecht,"09416927,09416927",
Praxishandbuch Lohn & Gehalt,"21945802,21945802",
Amtsblatt / Evangelische Landeskirche Anhalts,"02326361,02326361",Amtsblatt der Evangelischen Landeskirche Anhalts ( Hauptsacht. bis 2009 )
Kritische Staatsbetrachtungen,"25099191,25099191",Josua Joseph Riefels Hochfürstlich Wirzburgischen Hofraths und Lehrers der Rechte kritische Staatsbetrachtungen ( Hauptsacht. 3.1771 - 5.1774 )
"Deutsche Polizei, Ausgabe Bundeskriminalamt","0012057X,0012057X",Deutsche Polizei / Ausgabe Bundeskriminalamt
Beiträge zum allgemeinen und europäischen Völkerrechte,"23653515,23653515",
Schriftenreihe des Landkreistages Baden-Württemberg,27011313,Schriftenreihe des Landkreistags Baden-Württemberg ( Hauptsacht. teils )
